codigo,descripcion,uvr1,uvr2,uvr3,valor_facturar_nivel1,valor_facturar_nivel2,valor_facturar_nivel3,anestesia_nivel1,anestesia_nivel2,anestesia_nivel3
99239,"Alta hospitalaria por el ultimo día: este código  será usado para reconocer los honorarios médicos por el período utilizado para el alta del paciente. Este código es apropiado para el examen final del paciente, elaboración de nota de alta con la discusión de la estancia hospitalaria del paciente, estado del paciente al alta y plan de tratamiento (epicrisis), el tiempo de aplicar este código no es continuo, incluye además de las prescripciones médicas, la información al paciente y familiares, los formularios de contrarreferencia y de ser necesario la coordinación con otras instituciones en el caso de procesos de referencia. Será aplicado en cirugías de alta complejidad. Tiempo mayor a  30 min.",30,,,37.5,40.2,44.1,,,
99251,"Interconsulta consulta inicial para un nuevo paciente que requiere de estos tres componentes·   historia focalizada-expandida del problema·  examen físico focalizado expandido·  decisión médica de baja complejidad  usualmente, el problema es de baja severidad. El médico pasa aproximadamente 20 minutos en la habitación y piso",9.25,,,11.5625,12.395000000000001,13.5975,,,
99252,"Interconsulta consulta inicial para un nuevo paciente que requiere de estos tres componentes·   historia focalizada-expandida del problema·  examen físico focalizado expandido·  decisión médica de baja complejidad  usualmente, el problema es de baja severidad. El médico pasa aproximadamente 40 minutos en la habitación y piso",15.5,,,19.375,20.77,22.785,,,
99253,"Interconsulta consulta inicial para un nuevo paciente que requiere de estos tres componentes·   historia detallada del problema·  examen físico detallado expandido  decisión médica de moderada complejidad   usualmente, el problema es de moderada severidad. El médico pasa aproximadamente 55 minutos en la habitación y piso",23.5,,,29.375,31.490000000000002,34.545,,,
99254,"Interconsulta consulta inicial para un nuevo paciente que requiere de estos tres componentes·  historia detallada del problema·  examen físico detallado expandido-  decisión médica de moderada complejidad,  usualmente, el problema es de moderada severidad. El médico pasa aproximadamente 80 minutos en la habitación y piso",30,,,37.5,40.2,44.1,,,
99255,"Interconsulta consulta inicial para un nuevo paciente que requiere de estos tres componentes· historia completa·  examen físico completo· decisión médica de alta complejidad – usualmente, el problema es de alta severidad. El médico pasa aproximadamente 110 minutos en la habitación y piso",35,,,43.75,46.900000000000006,51.449999999999996,,,
99281,"Visita en emergencia para evaluación y manejo de un paciente que requiere de estos tres componentes.·  historia focalizada al problema·  examen físico focalizado al problema·   decisión médica simple y directa   usualmente, el problema es auto limitado y de menor complejidad",6.2,,,7.75,8.308000000000002,9.114,,,
99282,"Visita en emergencia para evaluación y manejo de un paciente, que requiere de estos tres componentes.· historia focalizada-extendida del problema·         examen físico focalizado-extendido del problema  decisión médica de baja complejidad,usualmente, el problema es de baja a moderada severidad",10,,,12.5,13.4,14.7,,,
99283,"Visita en emergencia para evaluación y manejo de un paciente que requiere de estos tres componentes. historia focalizada-extendida del problema·  examen físico focalizado-extendido del problema·  decisión médica de moderada complejidad, usualmente, el problema es de  moderada severidad",16.5,,,20.625,22.110000000000003,24.255,,,
99284,"Visita en emergencia para evaluación y manejo de un paciente que requiere de estos tres componentes.· historia detallada·  examen físico detallado -  decisión médica de moderada complejidad,  usualmente, el problema es de alta severidad, y requiere de evaluación urgente por el médico pero no pone en riesgo inmediato a la vida",25,,,31.25,33.5,36.75,,,
99285,"Visita en emergencia para evaluación y manejo de un paciente que requiere de estos tres componentes.· historia completa·  examen físico completo· decisión médica de alta complejidad, usualmente, el problema es de alta severidad, y pone en riesgo inmediato a la vida o deterioro severo funcional",37,,,46.25,49.580000000000005,54.39,,,
99288,Dirección del médico del sistema de emergencias en soporte cardiaco avanzado,40,,,50.0,53.6,58.8,,,
99304,"Cuidado inicial, por día, por la evaluación y manejo de un paciente,  que requiere de esos tres componentes: 1. Historia clínica detallada y comprensible 2.- En examen físico detallado  3. Decisión médica sencilla y de baja complejidad. Consultoría y/o Coordinación del cuidado con otros servicios, de acuerdo a las necesidades del paciente(s) y/o de su familia. Usualmente, el problema(s) requiere de admisión de baja severidad. Tiempo 25 min. con el paciente y/o familiares o cuidador ",11,,,13.75,14.74,16.169999999999998,,,
99305,"Cuidado inicial, por día, por la evaluación y manejo de un paciente,  que requiere de esos tres componentes: 1. Historia clínica detallada y comprensible 2.- En examen físico detallado  3. Decisión médica sencilla y de moderada complejidad. Consultoría y/o Coordinación del cuidado con otros servicios, de acuerdo a las necesidades del paciente(s) y/o de su familia. Usualmente, el problema(s) requiere de admisión de moderada severidad. Tiempo 35 min. con el paciente y/o familiares o cuidador ",16,,,20.0,21.44,23.52,,,
99306,"Cuidado inicial, por día, por la evaluación y manejo de un paciente,  que requiere de esos tres componentes: 1. Historia clínica detallada y comprensible 2.- En examen físico detallado  3. Decisión médica sencilla y de alta complejidad. Consultoría y/o Coordinación del cuidado con otros servicios, de acuerdo a las necesidades del paciente(s) y/o de su familia. Usualmente, el problema(s) requiere de admisión de alta severidad. Tiempo 45 min. con el paciente y/o familiares o cuidador ",20,,,25.0,26.8,29.4,,,
99307,"Cuidado subsecuente, por día, por la evaluación y manejo de un paciente que requiere al menos de dos de estos tres componentes: sencilla decisión médica. Consejería y/o coordinación del cuidado Un problema enfocado en la historia; Un problema enfocado en el examen físico; Requiere de una sencilla decisión médica. Consejería y/o Coordinación del cuidado con otros servicios, según la naturaleza del problema(s) y  las necesidades del paciente(s) o su familia(s). Usualmente, el paciente está estable o mejorando. Tiempo 10 minutos con el paciente y/o su familia(s) y cuidador.",6,,,7.5,8.040000000000001,8.82,,,
99308,"Cuidado subsecuente, por día, por la evaluación y manejo de un paciente que requiere al menos de dos de estos tres componentes: baja decisión médica. Consejería y/o coordinación del cuidado Un problema enfocado en la historia; Un problema enfocado en el examen físico; Requiere de una baja decisión médica. Consejería y/o Coordinación del cuidado con otros servicios, según la naturaleza del problema(s) y  las necesidades del paciente(s) o su familia(s). Usualmente, el paciente está estable o mejorando. Tiempo 15 minutos con el paciente y/o su familia(s) y cuidador.",9.5,,,11.875,12.73,13.965,,,
99309,"Cuidado subsecuente, por día, por la evaluación y manejo de un paciente que requiere al menos de dos de estos tres componentes: baja decisión médica. Consejería y/o coordinación del cuidado Un problema enfocado en la historia; Un problema enfocado en el examen físico; Requiere de una moderada decisión médica. Consejería y/o Coordinación del cuidado con otros servicios, según la naturaleza del problema(s) y  las necesidades del paciente(s) o su familia(s). Usualmente, el paciente está estable o mejorando. Tiempo 25 minutos con el paciente y/o su familia(s) y cuidador.",13,,,16.25,17.42,19.11,,,
99310,"Cuidado subsecuente, por día, por la evaluación y manejo de un paciente que requiere al menos de dos de estos tres componentes: baja decisión médica. Consejería y/o coordinación del cuidado Un problema enfocado en la historia; Un problema enfocado en el examen físico; Requiere de una alta decisión médica. Consejería y/o Coordinación del cuidado con otros servicios según la naturaleza del problema(s) y  las necesidades del paciente(s) o su familia(s). ",17,,,21.25,22.78,24.99,,,
,"Usualmente, el paciente está estable o mejorando. Tiempo 35 minutos con el paciente y/o su familia(s) y cuidador.",,,,,,,,,
99460,"Cuidado inicial en el hospital o en centro de atención obstétrica /neonatal, por día,  para la evaluación y manejo del recién nacido normal que comprende elaboración de la historia clínica y examen de un recién nacido normal, prescripción diagnóstica  y  tratamiento,  si se requiere.",22,,,27.5,29.48,32.339999999999996,,,
99461,"Cuidado de un recién nacido normal, por día, que ha nacido en otro lugar que no sea el hospital, incluyendo examen físico del niño y reunión con los padres",18,,,22.5,24.12,26.46,,,
99462,"Cuidado hospitalario subsecuente, para evaluación y manejo de un recién nacido normal",10,,,12.5,13.4,14.7,,,
99463,"Cuidado inicial en el hospital o centro obstétrico/neonatal por día, para su evaluación y manejo: Historia y examen de un recién nacido normal, incluyendo preparación de historia clínica (Este código solo debe ser usado para recién nacidos  normales que son recibidos y dados de alta del hospital el mismo día)",25.5,,,31.875,34.17,37.485,,,
,"Para recién nacidos que no egresan el mismo día, se debe usar para la atención subsecuente posterior al día de admisión, se debe revisar los códigos  99238, 99239.",,,,,,,,,
99464,"Atención al recién nacido al momento del parto (cuando se requiere la presencia de un médico especialista u otro profesional de salud calificado),  incluye la recepción del recién nacido y la estabilización inicial.",25.5,,,31.875,34.17,37.485,,,
,"Este código puede ser reportado en conjunto con el código 99460, 99468, 99477. No se debe reportar junto al código 99450",,,,,,,,,
99465,"Atención en sala de partos /sala de recepción y reanimación, provisión de ventilación a presión positiva y/o maniobras pulmonares en presencia de inadecuada ventilación aguda y/o de gasto cardiaco del recién nacido Reanimación del recién nacido.",25.5,,,31.875,34.17,37.485,,,
,"Este código puede ser reportado con 99460, 99468, 99477. No debe reportarse en conjunto con el código 99464.",,,,,,,,,
,"Otros procedimientos que pueden ser realizados como parte necesaria (ejemplo: intubación, vías vasculares)  son reportadas separadamente adicionadas al 99465, En el caso de reportar estos procedimientos, éstos deben ser reportados como un componente necesario de la resucitación  y no a conveniencia antes del ingreso a la unidad de cuidados intensivos neonatales.",,,,,,,,,
CODIGO,DESCRIPCION,UVR,,,1.85,1.99,2.19,,,
99431,"Historia y examen de un recién nacido normal, iniciación del proceso de diagnóstico y  tratamiento y preparación de historia clínica",22,,,40.7,43.78,48.18,,,
99432,"Cuidado de un recién nacido normal, nacido en otro lugar que no sea el hospital, incluyendo examen físico del niño y reunión con los padres",18,,,33.300000000000004,35.82,39.42,,,
99433,"Cuidado hospitalario subsecuente, para evaluación y manejo de un recién nacido normal",10,,,18.5,19.9,21.9,,,
99435,"Historia y examen de un recién nacido normal, incluyendo preparación de historia clínica (Este código solo debe ser usado para recién nacidos que son recibidos y dados de alta del hospital el mismo día)",25.5,,,47.175000000000004,50.745,55.845,,,
99436,Recepción del recien nacido y estabilización inicial.,25.5,,,47.175000000000004,50.745,55.845,,,
94440,Reanimación del recién nacido.,28,,,51.800000000000004,55.72,61.32,,,
99466,"Cuidado crítico durante transporte, enfermedad crítica o traumatizado crítico de menos de 24 meses, los durante primeros 30 a 74 minutos por día",38,,,,50.92,55.86,,,
99467,"Adicional al anterior  por cada 30 minutos, su aplicación será a partir del minuto 75.",20,,,,26.8,29.4,,,
99468,"Atención inicial neonatal de cuidados intensivos, por día, para la evaluación y gestión de un neonato en estado crítico, 28 días de edad o menos.",150,,,,201.0,220.5,,,
99469,"Atención subsecuente neonatal de cuidados intensivos, por día, para la evaluación y gestión de un neonato en estado crítico, 28 días de edad o menos.",65,,,,87.10000000000001,95.55,,,
99471,"Atención inicial pediátrica de cuidados intensivos, por día, para la evaluación y gestión de un niño gravemente enfermo o un niño pequeño,   29 días de edad a 24 meses de edad.",130,,,,174.20000000000002,191.1,,,
99472,"Atención subsecuente pediátrica de cuidados intensivos, por día, para la evaluación y gestión de un niño gravemente enfermo o un niño pequeño,   29 días de edad a 24 meses de edad.",65,,,,87.10000000000001,95.55,,,
99475,"Atención inicial pediátrica de cuidados intensivos, por día, para la evaluación y gestión de un niño gravemente enfermo o un niño de  2  a 5 años de edad.",95,,,,127.30000000000001,139.65,,,
99476,"Atención subsecuente pediátrica de cuidados intensivos, por día, para la evaluación y gestión de un niño gravemente enfermo o un niño mas de 5 años de edad.",58,,,,77.72,85.26,,,
99293,"Cuidado intermedio adultos evaluación y manejo de un paciente con enfermedad crítica o un paciente traumatizado crítico,  durante los primeros 30 a 74 minutos por día.",28,,,,37.52,41.16,,,
99294,"Adicional al anterior  por cada 30 minutos, su aplicación será a partir del minuto 75.",13,,,,17.42,19.11,,,
99477,"Atención inicial pediátrica de cuidados intensivos, por día, para la evaluación y gestión de un niño gravemente enfermo o un niño de 28 días quien requiere de observación intensiva, frecuentes intervenciones y otros servicios intensivos.",100,,,,134.0,147.0,,,
99478,"Atención subsecuente pediátrica de cuidados intensivos, por día, para la evaluación y gestión y recuperación de un niño de bajo peso (menor  a 1500 gramos)",25,,,,33.5,36.75,,,
99479,"Atención subsecuente pediátrica de cuidados intensivos, por día, para la evaluación y gestión y recuperación de un niño de bajo peso (1500 a 2500 gramos)",20,,,,26.8,29.4,,,
99480,"Atención subsecuente pediátrica de cuidados intensivos, por día, para la evaluación y gestión y recuperación de un niño de bajo peso (2501 a 5000 gramos)",20,,,,26.8,29.4,,,
,CIRUGIA,,,,,,,,,
10021,"Aspiración por aguja fina, sin guía radiológica. ",1.4,,3,20.887999999999998,22.442,24.695999999999998,32.724,36.36,40.019999999999996
10022,"Aspiración por aguja fina, con guía radiológica. ",1.6,,3,23.872,25.648000000000003,28.224000000000004,32.724,36.36,40.019999999999996
10040,"Cirugía para acné (ej. Marsupializacion abertura o resección de milia múltiple, comedones, quistes, pústulas).",0.7,,3,10.443999999999999,11.221,12.347999999999999,32.724,36.36,40.019999999999996
10060,"Incisión y drenaje de absceso (ej. Carbunco, hidroadenitis supurativa y otros abscesos cutáneos o subcutáneos, quistes, forúnculo o paroniquia)  simple o único.",1,,3,14.92,16.03,17.64,32.724,36.36,40.019999999999996
10061,"Incisión y drenaje de absceso (ej. Carbunco, hidroadenitis supurativa y otros). Complicados o múltiples.",2.1,,3,31.332,33.663000000000004,37.044000000000004,32.724,36.36,40.019999999999996
10080,"Incisión y drenaje de un quiste pilonidal, simple.",1,,3,14.92,16.03,17.64,32.724,36.36,40.019999999999996
10081,"Incisión y drenaje de un quiste pilonidal, complicado. ",1.6,,3,23.872,25.648000000000003,28.224000000000004,32.724,36.36,40.019999999999996
10120,"Incisión y remoción de un cuerpo extraño de tejido subcutáneo, simple.",1.3,,3,19.396,20.839000000000002,22.932000000000002,32.724,36.36,40.019999999999996
10121,"Incisión y remoción de un cuerpo extraño de tejido subcutáneo, complicado.",3,,3,44.76,48.09,52.92,32.724,36.36,40.019999999999996
10140,"Incisión y drenaje de hematoma, seroma o líquido coleccionado.",1,,3,14.92,16.03,17.64,32.724,36.36,40.019999999999996
10160,"Punción o aspiración de absceso, hematoma, bula o quiste.",0.8,,3,11.936,12.824000000000002,14.112000000000002,32.724,36.36,40.019999999999996
10180,Incisión y drenaje de infección de herida postoperatoria compleja.,3.4,,3,50.728,54.502,59.976,32.724,36.36,40.019999999999996
11000,Debridamiento de piel eccematosa o infectada extensa hasta el 10% de la superficie corporal.,0.8,,3,11.936,12.824000000000002,14.112000000000002,32.724,36.36,40.019999999999996
11001,Debridamiento de piel eccematosa o infectada extensa hasta el 10% de la superficie corporal. Cada 10% adicional de la superficie corporal (anote separadamente en adición del código del procedimiento primario).,0.4,,0,5.968,6.412000000000001,7.056000000000001,0.0,0.0,0.0
11004,"Debridamiento de piel, tcs, músculo y fascia por infección necrotizante de tejidos blandos; genitales externos y periné.",8.9,,5,132.788,142.66700000000003,156.996,54.54,60.599999999999994,66.7
11005,"Debridamiento de piel, tcs, músculo y fascia por infección necrotizante de tejidos blandos; pared abdominal, con o sin cierre de la fascia.",12.2,,3,182.024,195.566,215.208,32.724,36.36,40.019999999999996
11006,"Debridamiento de piel, tcs, músculo y fascia por infección necrotizante de tejidos blandos; genitales externos, periné y pared abdominal con o sin cierre de la fascia.",11.2,,5,167.10399999999998,179.536,197.56799999999998,54.54,60.599999999999994,66.7
11008,"Remoción de material protésico o malla, pared abdominal por infección necrotizante de tejidos blandos (anote separadamente en adición al código del procedimiento primario).",4.6,,0,68.63199999999999,73.738,81.14399999999999,0.0,0.0,0.0
11010,Debridamiento que incluye remoción de material extraño asociado con fractura(s) abierta(s) y/o dislocación(es); de la piel y tcs.,8.1,,3,120.85199999999999,129.843,142.884,32.724,36.36,40.019999999999996
11011,"Debridamiento que incluye remoción de material extraño asociado con fractura(s) abierta(s) y/o dislocación(es); piel, tcs, fascia muscular, y musculo.",9.3,,3,138.756,149.07900000000004,164.05200000000002,32.724,36.36,40.019999999999996
11012,"Debridamiento que incluye remoción de material extraño asociado con fractura(s) abierta(s) y/o dislocación(es); piel, tcs, fascia muscular, músculo y hueso.",10,,3,149.2,160.3,176.4,32.724,36.36,40.019999999999996
11042,Debridamiento de  piel y tejido subcutáneo.,2.2,,3,32.824000000000005,35.266000000000005,38.80800000000001,32.724,36.36,40.019999999999996
11043,Debridamiento de  piel y tejido subcutáneo y músculo.,3.9,,3,58.187999999999995,62.517,68.796,32.724,36.36,40.019999999999996
11044,"Debridamiento de  piel tejido subcutáneo, músculo y hueso.",5.2,,3,77.584,83.35600000000001,91.72800000000001,32.724,36.36,40.019999999999996
11045,"Debridamiento tejido subcutáneo, cada 200  de superficie corporal , lístelos separadamente en adición al código primario",0.5,,3,7.46,8.015,8.82,32.724,36.36,40.019999999999996
11046,"Debridamiento, músculo y/o fascia (incluye epidermis, dermis, y tejido subcutáneo); cada 200 adicionales, lístelos separadamente en adición al código primario",1,,0,14.92,16.03,17.64,0.0,0.0,0.0
11047,"Debridamiento, óseo (incluye epidermis, dermis, tejido subcutáneo, musculo y/o fascia);cada 20 0 adicionales, lístelos separadamente en adición al código primario",1.8,,0,26.856,28.854000000000003,31.752000000000002,0.0,0.0,0.0
11055,"Corte de lesión hiperqueratosica benigna (ej.: callo), lesión única. ",0.5,,3,7.46,8.015,8.82,32.724,36.36,40.019999999999996
11056,"Corte de lesión hiperqueratosica benigna (ej.: callo), dos a cuatro lesiones.",0.7,,3,10.443999999999999,11.221,12.347999999999999,32.724,36.36,40.019999999999996
11057,"Corte de lesión hiperqueratosica benigna (ej.: callo), más de cuatro lesiones.",0.9,,3,13.428,14.427000000000001,15.876000000000001,32.724,36.36,40.019999999999996
11100,"Biopsia de piel, tejido celular subcutáneo y/o membrana mucosa (incluyendo sutura simple), a menos que figure en rubro aparte  lesión única.",0.7,,3,10.443999999999999,11.221,12.347999999999999,32.724,36.36,40.019999999999996
11101,"Biopsia de piel, tejido celular subcutáneo y/o membrana mucosa (incluyendo sutura simple), a menos que figure en rubro aparte  lesión única. Cada lesión adicional. (Anote separadamente en adición del código del procedimiento primario).",0.7,,0,10.443999999999999,11.221,12.347999999999999,0.0,0.0,0.0
11200,"Remoción de colgajos cutáneos, colgajos múltiples fibrocutaneos, cualquier área; hasta 15 lesiones inclusive.",0.9,,3,13.428,14.427000000000001,15.876000000000001,32.724,36.36,40.019999999999996
11201,"Remoción de colgajos cutáneos, colgajos múltiples fibrocutaneos, cualquier área; hasta 15 lesiones inclusive. Cada 10 lesiones adicionales. (Anote separadamente en adición del código del procedimiento primario).",0.4,,0,5.968,6.412000000000001,7.056000000000001,0.0,0.0,0.0
11300,"Raspado de lesiones dérmicas o epidérmicas, lesión única en tronco, brazos o piernas; lesión de diámetro 0.5 cm  o menos.",1,,3,14.92,16.03,17.64,32.724,36.36,40.019999999999996
11301,"Raspado de lesiones dérmicas o epidérmicas, lesión única en tronco, brazos o piernas; lesión de diámetro  0.6 a 1.0 cm",1.5,,3,22.38,24.045,26.46,32.724,36.36,40.019999999999996
11302,"Raspado de lesiones dérmicas o epidérmicas, lesión única en tronco, brazos o piernas; lesión de  diámetro 1.1 a 2.0 cm ",1.8,,3,26.856,28.854000000000003,31.752000000000002,32.724,36.36,40.019999999999996
11303,"Raspado de lesiones dérmicas o epidérmicas, lesión única en tronco, brazos o piernas; lesión de diámetro  mayor a 2.0 cm",2.2,,3,32.824000000000005,35.266000000000005,38.80800000000001,32.724,36.36,40.019999999999996
11305,"Raspado de lesiones dérmicas o epidérmicas, lesión única en cuero cabelludo, cuello, manos, pies y genitales;  lesión de 0.5 cm de diámetro o menos.",1.2,,3,17.904,19.236,21.168,32.724,36.36,40.019999999999996
11306,"Raspado de lesiones dérmicas o epidérmicas, lesión única en cuero cabelludo, cuello, manos, pies y genitales; lesión de diámetro 0.6 a 1.0 cm",1.7,,3,25.364,27.251,29.988,32.724,36.36,40.019999999999996
11307,"Raspado de lesiones dérmicas o epidérmicas, lesión única en cuero cabelludo, cuello, manos, pies y genitales; lesión de diámetro 1.1 a 2.0 cm",2,,3,29.84,32.06,35.28,32.724,36.36,40.019999999999996
11308,"Raspado de lesiones dérmicas o epidérmicas, lesión única en cuero cabelludo, cuello, manos, pies y genitales; lesión de diámetro mayor a 2.0 cm",2.4,,3,35.808,38.472,42.336,32.724,36.36,40.019999999999996
11310,"Raspado de lesiones dérmicas  o epidérmicas, lesión única en cara, orejas, parpados, nariz, labios y membrana mucosa; lesión de diámetro 0.5 cm o menos.",1.3,,5,19.396,20.839000000000002,22.932000000000002,54.54,60.599999999999994,66.7
11311,"Raspado de lesiones dérmicas  o epidérmicas, lesión única en cara, orejas, parpados, nariz, labios y membrana mucosa; lesión de diámetro 0.6 a 1.0 cm",1.8,,5,26.856,28.854000000000003,31.752000000000002,54.54,60.599999999999994,66.7
11312,"Raspado de lesiones dérmicas  o epidérmicas, lesión única en cara, orejas, parpados, nariz, labios y membrana mucosa; lesión de diámetro 1.1 a 2.0 cm ",2.1,,5,31.332,33.663000000000004,37.044000000000004,54.54,60.599999999999994,66.7
11313,"Raspado de lesiones dérmicas  o epidérmicas, lesión única en cara, orejas, parpados, nariz, labios y membrana mucosa; lesión de diámetro mayor a 2.0 cm",2.8,,5,41.775999999999996,44.884,49.391999999999996,54.54,60.599999999999994,66.7
11400,"Escisión, lesiones benignas, incluyendo márgenes, excepto apéndices cutáneos (a menos que estén listados aparte) tronco, miembros superiores e inferiores diámetro excisionado 0.5 cm o menos.",1.1,,3,16.412000000000003,17.633000000000003,19.404000000000003,32.724,36.36,40.019999999999996
11401,"Escisión, lesiones benignas, incluyendo márgenes, excepto apéndices cutáneos (a menos que estén listados aparte) tronco, miembros superiores e inferiores diámetro excisionado 0.6 a 1.0 cm",1.3,,3,19.396,20.839000000000002,22.932000000000002,32.724,36.36,40.019999999999996
11402,"Escisión, lesiones benignas, incluyendo márgenes, excepto apéndices cutáneos (a menos que estén listados aparte) tronco, miembros superiores e inferiores diámetro excisionado 1.1 a 2.0 cm",1.4,,3,20.887999999999998,22.442,24.695999999999998,32.724,36.36,40.019999999999996
11403,"Escisión, lesiones benignas, incluyendo márgenes, excepto apéndices cutáneos (a menos que estén listados aparte) tronco, miembros superiores e inferiores diámetro excisionado 2.1 a 3.0 cm",1.6,,3,23.872,25.648000000000003,28.224000000000004,32.724,36.36,40.019999999999996
11404,"Escisión, lesiones benignas, incluyendo márgenes, excepto apéndices cutáneos (a menos que estén listados aparte) tronco, miembros superiores e inferiores diámetro excisionado 3.1 a 4.0 cm",2,,3,29.84,32.06,35.28,32.724,36.36,40.019999999999996
11406,"Escisión, lesiones benignas, incluyendo márgenes, excepto apéndices cutáneos (a menos que estén listados aparte) tronco, miembros superiores e inferiores diámetro excisionado mayor a 4.0 cm",2.4,,3,35.808,38.472,42.336,32.724,36.36,40.019999999999996
11420,"Escisión  lesiones benignas, incluyendo márgenes,  excepto apéndice cutáneo (excepto que este listado aparte) nuca, manos, pies, genitales, diámetro excisionado 0.5 cm o menos.",1.2,,5,17.904,19.236,21.168,54.54,60.599999999999994,66.7
11421,"Escisión  lesiones benignas, incluyendo márgenes,  excepto apéndice cutáneo (excepto que este listado aparte) nuca, manos, pies, genitales, diámetro excisionado de 0.6 a 1.0 cm",1.4,,5,20.887999999999998,22.442,24.695999999999998,54.54,60.599999999999994,66.7
11422,"Escisión  lesiones benignas, incluyendo márgenes,  excepto apéndice cutáneo (excepto que esté listado aparte) nuca, manos, pies, genitales, diámetro excisionado 1.1 a 2.0 cm",1.8,,5,26.856,28.854000000000003,31.752000000000002,54.54,60.599999999999994,66.7
11423,"Escisión  lesiones benignas, incluyendo márgenes,  excepto apéndice cutáneo (excepto que este listado aparte) nuca, manos, pies, genitales, diámetro excisionado 2.1 a 3.0 cm",2.3,,5,34.315999999999995,36.869,40.571999999999996,54.54,60.599999999999994,66.7
11424,"Escisión  lesiones benignas, incluyendo márgenes,  excepto apéndice cutáneo (excepto que este listado aparte) nuca, manos, pies, genitales, diámetro excisionado de 3.1 a 4.0 cm",2.8,,5,41.775999999999996,44.884,49.391999999999996,54.54,60.599999999999994,66.7
11426,"Escisión  lesiones benignas, incluyendo márgenes,  excepto apéndice cutáneo (excepto que este listado aparte) nuca, manos, pies, genitales, diámetro excisionado mayor a 4.0 cm",3.2,,5,47.744,51.29600000000001,56.44800000000001,54.54,60.599999999999994,66.7
11440,"Escisión  otras lesiones benignas, incluyendo márgenes (a menos que estén listadas aparte) cara, oídos, párpados, nariz, mucosas diámetro excisionado 0.5 cm o menos.",1.5,,5,22.38,24.045,26.46,54.54,60.599999999999994,66.7
11441,"Escisión  otras lesiones benignas, incluyendo márgenes (a menos que estén listadas aparte) cara, oídos, párpados, nariz, mucosas diámetro excisionado de 0.6 a 1.0 cm ",1.9,,5,28.348,30.457,33.516,54.54,60.599999999999994,66.7
11442,"Escisión  otras lesiones benignas, incluyendo márgenes (a menos que estén listadas aparte) cara, oídos, párpados, nariz, mucosas diámetro excisionado de 1.1 a 2.0 cm",2.2,,5,32.824000000000005,35.266000000000005,38.80800000000001,54.54,60.599999999999994,66.7
11443,"Escisión  otras lesiones benignas, incluyendo márgenes (a menos que estén listadas aparte) cara, oídos, párpados, nariz, mucosas diámetro excisionado de 2.1 a 3.0 cm",2.7,,5,40.284,43.281000000000006,47.62800000000001,54.54,60.599999999999994,66.7
11444,"Escisión  otras lesiones benignas, incluyendo márgenes (a menos que estén listadas aparte) cara, oídos, párpados, nariz, mucosas diámetro excisionado de 3.1 a 4.0 cm",3.2,,5,47.744,51.29600000000001,56.44800000000001,54.54,60.599999999999994,66.7
11446,"Escisión  otras lesiones benignas, incluyendo márgenes (a menos que estén listadas aparte) cara, oídos, párpados, nariz, mucosas diámetro excisionado mayor a 4.0 cm",3.5,,5,52.22,56.105000000000004,61.74,54.54,60.599999999999994,66.7
11450,"Escisión de piel y tejido subcutáneo por hidroadenitis, axilar, con reparación simple o intermedia.",5.9,,3,88.028,94.57700000000001,104.07600000000001,32.724,36.36,40.019999999999996
11451,"Escisión de piel y tejido subcutáneo por hidroadenitis, axilar, con reparación compleja.",7.2,,3,107.424,115.41600000000001,127.00800000000001,32.724,36.36,40.019999999999996
11462,"Escisión de piel y tejido subcutáneo hidradenitis, inguinal, con reparación simple o intermedia.",6.5,,3,96.98,104.19500000000001,114.66,32.724,36.36,40.019999999999996
11463,"Escisión de piel y tejido subcutáneo hidradenitis, inguinal, con reparación compleja.",7.2,,3,107.424,115.41600000000001,127.00800000000001,32.724,36.36,40.019999999999996
11470,"Escisión de piel y tejido subcutáneo por hidradenitis, perianal, perineal o umbilical; con reparación simple o intermedia.",7.2,,3,107.424,115.41600000000001,127.00800000000001,32.724,36.36,40.019999999999996
11471,"Escisión de piel y tejido subcutáneo por hidradenitis, perianal, perineal o umbilical; con reparación compleja.",8.1,,3,120.85199999999999,129.843,142.884,32.724,36.36,40.019999999999996
11600,"Escisión, lesiones malignas, incluyendo márgenes,  tronco, miembros superiores o inferiores, diámetro excisionado 0.5 cm  o menos.",1.2,,3,17.904,19.236,21.168,32.724,36.36,40.019999999999996
11601,"Escisión, lesiones malignas, incluyendo márgenes,  tronco, miembros superiores o inferiores, diámetro excisionado de 0.6 a 1.0 cm ",1.6,,3,23.872,25.648000000000003,28.224000000000004,32.724,36.36,40.019999999999996
11602,"Escisión, lesiones malignas, incluyendo márgenes,  tronco, miembros superiores o inferiores, diámetro excisionado de 1.1 a 2.0 cm",2,,3,29.84,32.06,35.28,32.724,36.36,40.019999999999996
11603,"Escisión, lesiones malignas, incluyendo márgenes,  tronco, miembros superiores o inferiores, diámetro excisionado de 2.1 a 3.0 cm",2.2,,3,32.824000000000005,35.266000000000005,38.80800000000001,32.724,36.36,40.019999999999996
11604,"Escisión, lesiones malignas, incluyendo márgenes,  tronco, miembros superiores o inferiores, diámetro excisionado de 3.1 a 4.0 cm",2.7,,3,40.284,43.281000000000006,47.62800000000001,32.724,36.36,40.019999999999996
11606,"Escisión, lesiones malignas, incluyendo márgenes,  tronco, miembros superiores o inferiores, diámetro excisionado de diámetro mayor a 4.0 cm",3.1,,3,46.252,49.693000000000005,54.684000000000005,32.724,36.36,40.019999999999996
